col_id,user_id,rating,book_id,username,isbn10
83,44243,2,1,kaggle,439785960
84,44397,5,1,kaggle,439785960
85,45269,4,1,kaggle,439785960
86,45493,5,1,kaggle,439785960
87,46977,4,1,kaggle,439785960
88,47476,4,1,kaggle,439785960
89,47746,5,1,kaggle,439785960
90,47800,5,1,kaggle,439785960
91,48482,3,1,kaggle,439785960
92,49298,4,1,kaggle,439785960
93,50104,5,1,kaggle,439785960
94,50342,3,1,kaggle,439785960
95,51166,4,1,kaggle,439785960
96,51460,3,1,kaggle,439785960
97,51480,1,1,kaggle,439785960
98,51838,5,1,kaggle,439785960
99,52036,2,1,kaggle,439785960
100,53245,4,1,kaggle,439785960
101,1169,3,2,kaggle,439358078
102,3022,4,2,kaggle,439358078
103,3922,5,2,kaggle,439358078
104,5115,4,2,kaggle,439358078
105,5436,5,2,kaggle,439358078
106,5461,4,2,kaggle,439358078
107,5885,4,2,kaggle,439358078
108,6063,1,2,kaggle,439358078
109,6342,3,2,kaggle,439358078
110,6630,5,2,kaggle,439358078
111,8167,2,2,kaggle,439358078
112,9731,4,2,kaggle,439358078
113,10111,5,2,kaggle,439358078
114,10140,3,2,kaggle,439358078
115,10288,5,2,kaggle,439358078
116,10509,2,2,kaggle,439358078
117,10610,5,2,kaggle,439358078
118,10751,3,2,kaggle,439358078
119,10944,5,2,kaggle,439358078
120,11285,4,2,kaggle,439358078
121,11408,5,2,kaggle,439358078
122,11691,4,2,kaggle,439358078
123,11692,3,2,kaggle,439358078
124,11868,5,2,kaggle,439358078
125,11927,5,2,kaggle,439358078
126,11945,5,2,kaggle,439358078
127,12874,4,2,kaggle,439358078
128,12946,5,2,kaggle,439358078
129,13282,5,2,kaggle,439358078
130,13794,1,2,kaggle,439358078
131,14372,3,2,kaggle,439358078
132,14546,5,2,kaggle,439358078
133,14603,4,2,kaggle,439358078
134,15604,4,2,kaggle,439358078
135,16913,2,2,kaggle,439358078
136,17434,5,2,kaggle,439358078
137,17566,4,2,kaggle,439358078
138,17643,1,2,kaggle,439358078
139,17663,5,2,kaggle,439358078
140,17984,5,2,kaggle,439358078
141,18313,5,2,kaggle,439358078
142,18361,4,2,kaggle,439358078
143,19526,4,2,kaggle,439358078
144,19724,5,2,kaggle,439358078
145,19729,4,2,kaggle,439358078
146,19942,5,2,kaggle,439358078
147,21217,4,2,kaggle,439358078
148,21228,4,2,kaggle,439358078
149,21487,5,2,kaggle,439358078
150,21676,5,2,kaggle,439358078
151,21733,5,2,kaggle,439358078
152,22602,4,2,kaggle,439358078
153,23576,5,2,kaggle,439358078
154,23612,5,2,kaggle,439358078
155,24499,5,2,kaggle,439358078
156,24834,4,2,kaggle,439358078
157,25164,4,2,kaggle,439358078
158,25182,5,2,kaggle,439358078
159,26145,4,2,kaggle,439358078
160,26629,4,2,kaggle,439358078
161,27499,5,2,kaggle,439358078
162,28767,4,2,kaggle,439358078
163,30313,5,2,kaggle,439358078
164,30681,4,2,kaggle,439358078
165,30944,5,2,kaggle,439358078
166,32055,4,2,kaggle,439358078
167,32305,5,2,kaggle,439358078
168,32592,4,2,kaggle,439358078
169,32635,4,2,kaggle,439358078
170,32748,5,2,kaggle,439358078
171,32918,5,2,kaggle,439358078
172,33065,5,2,kaggle,439358078
173,33697,4,2,kaggle,439358078
174,33716,5,2,kaggle,439358078
175,33872,5,2,kaggle,439358078
176,36099,5,2,kaggle,439358078
177,37834,4,2,kaggle,439358078
178,38082,5,2,kaggle,439358078
179,42404,5,2,kaggle,439358078
180,42508,4,2,kaggle,439358078
181,42810,4,2,kaggle,439358078
182,45269,4,2,kaggle,439358078
183,45493,5,2,kaggle,439358078
184,46421,5,2,kaggle,439358078
185,46977,3,2,kaggle,439358078
186,47476,3,2,kaggle,439358078
187,47478,2,2,kaggle,439358078
188,47800,5,2,kaggle,439358078
189,48482,5,2,kaggle,439358078
190,48559,5,2,kaggle,439358078
191,48687,1,2,kaggle,439358078
192,49298,5,2,kaggle,439358078
193,50096,5,2,kaggle,439358078
194,50104,5,2,kaggle,439358078
195,50133,5,2,kaggle,439358078
196,51166,5,2,kaggle,439358078
197,51460,4,2,kaggle,439358078
198,51838,4,2,kaggle,439358078
199,52036,3,2,kaggle,439358078
200,53292,5,2,kaggle,439358078
201,314,3,3,kaggle,439554934
202,588,1,3,kaggle,439554934
203,2077,2,3,kaggle,439554934
204,2487,3,3,kaggle,439554934
205,2900,3,3,kaggle,439554934
206,3662,4,3,kaggle,439554934
207,4536,1,3,kaggle,439554934
208,5115,4,3,kaggle,439554934
209,5272,5,3,kaggle,439554934
210,5461,2,3,kaggle,439554934
211,5885,4,3,kaggle,439554934
212,6063,5,3,kaggle,439554934
213,6630,5,3,kaggle,439554934
214,6634,3,3,kaggle,439554934
215,7001,4,3,kaggle,439554934
216,9246,1,3,kaggle,439554934
217,9731,2,3,kaggle,439554934
218,9771,3,3,kaggle,439554934
219,10140,3,3,kaggle,439554934
220,10246,1,3,kaggle,439554934
221,10249,5,3,kaggle,439554934
222,10509,1,3,kaggle,439554934
223,10610,1,3,kaggle,439554934
224,10751,1,3,kaggle,439554934
225,10944,1,3,kaggle,439554934
226,11285,2,3,kaggle,439554934
227,11408,3,3,kaggle,439554934
228,11599,4,3,kaggle,439554934
229,11854,1,3,kaggle,439554934
230,11927,4,3,kaggle,439554934
231,12471,2,3,kaggle,439554934
232,12946,4,3,kaggle,439554934
233,13274,5,3,kaggle,439554934
234,13282,5,3,kaggle,439554934
235,13794,1,3,kaggle,439554934
236,14546,5,3,kaggle,439554934
237,15604,1,3,kaggle,439554934
238,16377,1,3,kaggle,439554934
239,16569,1,3,kaggle,439554934
240,16913,4,3,kaggle,439554934
241,17434,4,3,kaggle,439554934
242,17663,4,3,kaggle,439554934
243,18031,3,3,kaggle,439554934
244,18313,5,3,kaggle,439554934
245,19724,4,3,kaggle,439554934
246,19942,4,3,kaggle,439554934
247,19984,2,3,kaggle,439554934
248,20076,3,3,kaggle,439554934
249,20782,4,3,kaggle,439554934
250,20848,4,3,kaggle,439554934
251,21228,3,3,kaggle,439554934
252,21487,3,3,kaggle,439554934
253,21733,1,3,kaggle,439554934
254,22602,3,3,kaggle,439554934
255,23576,1,3,kaggle,439554934
256,23612,3,3,kaggle,439554934
257,24326,3,3,kaggle,439554934
258,24389,3,3,kaggle,439554934
259,25182,3,3,kaggle,439554934
260,25214,1,3,kaggle,439554934
261,26398,2,3,kaggle,439554934
262,26629,4,3,kaggle,439554934
263,28767,3,3,kaggle,439554934
264,29703,1,3,kaggle,439554934
265,30681,4,3,kaggle,439554934
266,32305,1,3,kaggle,439554934
267,32592,5,3,kaggle,439554934
268,32635,4,3,kaggle,439554934
269,32918,5,3,kaggle,439554934
270,33065,1,3,kaggle,439554934
271,33716,3,3,kaggle,439554934
272,36099,4,3,kaggle,439554934
273,36240,2,3,kaggle,439554934
274,37284,1,3,kaggle,439554934
275,37834,4,3,kaggle,439554934
276,37855,3,3,kaggle,439554934
277,38080,5,3,kaggle,439554934
278,38082,3,3,kaggle,439554934
279,38475,3,3,kaggle,439554934
280,42404,5,3,kaggle,439554934
281,43602,4,3,kaggle,439554934
282,43985,2,3,kaggle,439554934
283,46977,2,3,kaggle,439554934
284,47746,5,3,kaggle,439554934
285,48482,3,3,kaggle,439554934
286,48687,1,3,kaggle,439554934
287,49288,5,3,kaggle,439554934
288,49289,5,3,kaggle,439554934
289,49295,5,3,kaggle,439554934
290,49297,5,3,kaggle,439554934
291,49298,1,3,kaggle,439554934
292,50096,5,3,kaggle,439554934
293,50101,5,3,kaggle,439554934
294,50102,5,3,kaggle,439554934
295,50104,5,3,kaggle,439554934
296,50133,5,3,kaggle,439554934
297,51166,3,3,kaggle,439554934
298,51460,2,3,kaggle,439554934
299,52036,1,3,kaggle,439554934
300,53292,5,3,kaggle,439554934
401,314,4,5,kaggle,043965548X
402,1169,5,5,kaggle,043965548X
403,1952,5,5,kaggle,043965548X
404,2324,5,5,kaggle,043965548X
405,2487,3,5,kaggle,043965548X
406,2900,5,5,kaggle,043965548X
407,3022,1,5,kaggle,043965548X
408,3662,4,5,kaggle,043965548X
409,3739,5,5,kaggle,043965548X
410,3922,2,5,kaggle,043965548X
411,5115,3,5,kaggle,043965548X
412,5461,5,5,kaggle,043965548X
413,6342,5,5,kaggle,043965548X
414,6630,3,5,kaggle,043965548X
415,7001,5,5,kaggle,043965548X
416,8167,4,5,kaggle,043965548X
417,8370,3,5,kaggle,043965548X
418,9246,3,5,kaggle,043965548X
419,10111,5,5,kaggle,043965548X
420,10246,4,5,kaggle,043965548X
421,10402,4,5,kaggle,043965548X
422,10944,3,5,kaggle,043965548X
423,11691,5,5,kaggle,043965548X
424,11692,4,5,kaggle,043965548X
425,11868,3,5,kaggle,043965548X
426,11927,5,5,kaggle,043965548X
427,11945,4,5,kaggle,043965548X
428,12381,4,5,kaggle,043965548X
429,12476,5,5,kaggle,043965548X
430,12874,4,5,kaggle,043965548X
431,12946,5,5,kaggle,043965548X
432,13034,4,5,kaggle,043965548X
433,13776,4,5,kaggle,043965548X
434,13794,2,5,kaggle,043965548X
435,14546,2,5,kaggle,043965548X
436,14603,4,5,kaggle,043965548X
437,15547,2,5,kaggle,043965548X
438,17228,5,5,kaggle,043965548X
439,17643,2,5,kaggle,043965548X
440,17663,5,5,kaggle,043965548X
441,18031,5,5,kaggle,043965548X
442,18313,2,5,kaggle,043965548X
443,19526,4,5,kaggle,043965548X
444,19724,5,5,kaggle,043965548X
445,19729,4,5,kaggle,043965548X
446,20406,5,5,kaggle,043965548X
447,20467,4,5,kaggle,043965548X
448,21217,4,5,kaggle,043965548X
449,21228,4,5,kaggle,043965548X
450,21487,5,5,kaggle,043965548X
451,21676,4,5,kaggle,043965548X
452,21733,4,5,kaggle,043965548X
453,22602,5,5,kaggle,043965548X
454,23576,5,5,kaggle,043965548X
455,24499,3,5,kaggle,043965548X
456,25164,4,5,kaggle,043965548X
457,25182,5,5,kaggle,043965548X
458,25840,3,5,kaggle,043965548X
459,26629,5,5,kaggle,043965548X
460,26661,5,5,kaggle,043965548X
461,27499,5,5,kaggle,043965548X
462,27834,4,5,kaggle,043965548X
463,28158,4,5,kaggle,043965548X
464,28767,2,5,kaggle,043965548X
465,29703,5,5,kaggle,043965548X
466,29819,2,5,kaggle,043965548X
467,30681,3,5,kaggle,043965548X
468,30944,4,5,kaggle,043965548X
469,32338,3,5,kaggle,043965548X
470,32635,3,5,kaggle,043965548X
471,32748,4,5,kaggle,043965548X
472,32923,5,5,kaggle,043965548X
473,33065,4,5,kaggle,043965548X
474,33697,5,5,kaggle,043965548X
475,33716,4,5,kaggle,043965548X
476,33872,4,5,kaggle,043965548X
477,34688,3,5,kaggle,043965548X
478,36099,3,5,kaggle,043965548X
479,37284,2,5,kaggle,043965548X
480,38798,2,5,kaggle,043965548X
481,39423,2,5,kaggle,043965548X
482,41074,3,5,kaggle,043965548X
483,42404,3,5,kaggle,043965548X
484,44243,2,5,kaggle,043965548X
485,44397,5,5,kaggle,043965548X
486,45269,4,5,kaggle,043965548X
487,45493,5,5,kaggle,043965548X
488,45554,5,5,kaggle,043965548X
489,46139,4,5,kaggle,043965548X
490,46421,5,5,kaggle,043965548X
491,46482,5,5,kaggle,043965548X
492,47800,3,5,kaggle,043965548X
493,48559,3,5,kaggle,043965548X
494,48687,5,5,kaggle,043965548X
495,49298,2,5,kaggle,043965548X
496,50104,5,5,kaggle,043965548X
497,51166,4,5,kaggle,043965548X
498,51838,4,5,kaggle,043965548X
499,52036,4,5,kaggle,043965548X
500,53292,5,5,kaggle,043965548X
501,173,5,6,kaggle,439139600
502,314,5,6,kaggle,439139600
503,725,5,6,kaggle,439139600
504,2077,2,6,kaggle,439139600
505,2171,5,6,kaggle,439139600
506,3662,5,6,kaggle,439139600
507,5379,5,6,kaggle,439139600
508,6016,5,6,kaggle,439139600
509,8440,4,6,kaggle,439139600
510,8612,4,6,kaggle,439139600
511,9195,3,6,kaggle,439139600
512,9246,2,6,kaggle,439139600
513,9722,5,6,kaggle,439139600
514,10727,5,6,kaggle,439139600
515,11599,4,6,kaggle,439139600
516,11691,3,6,kaggle,439139600
517,11927,5,6,kaggle,439139600
518,12476,4,6,kaggle,439139600
519,13282,5,6,kaggle,439139600
520,14222,4,6,kaggle,439139600
521,14285,4,6,kaggle,439139600
522,15318,4,6,kaggle,439139600
523,16569,5,6,kaggle,439139600
524,16913,5,6,kaggle,439139600
525,17329,5,6,kaggle,439139600
526,17405,4,6,kaggle,439139600
527,17984,4,6,kaggle,439139600
528,18031,1,6,kaggle,439139600
529,18179,1,6,kaggle,439139600
530,18199,5,6,kaggle,439139600
531,18316,5,6,kaggle,439139600
532,18361,5,6,kaggle,439139600
533,18550,4,6,kaggle,439139600
534,18798,4,6,kaggle,439139600
535,18957,5,6,kaggle,439139600
536,20076,4,6,kaggle,439139600
537,20782,4,6,kaggle,439139600
538,21228,4,6,kaggle,439139600
539,22212,4,6,kaggle,439139600
540,22534,3,6,kaggle,439139600
541,24326,5,6,kaggle,439139600
542,25030,3,6,kaggle,439139600
543,26146,3,6,kaggle,439139600
544,26244,5,6,kaggle,439139600
545,26398,4,6,kaggle,439139600
546,26942,4,6,kaggle,439139600
547,28158,3,6,kaggle,439139600
548,28831,4,6,kaggle,439139600
549,29031,4,6,kaggle,439139600
550,29644,5,6,kaggle,439139600
551,29689,3,6,kaggle,439139600
552,30601,5,6,kaggle,439139600
553,30879,5,6,kaggle,439139600
554,31001,4,6,kaggle,439139600
555,31305,4,6,kaggle,439139600
556,31760,4,6,kaggle,439139600
557,32419,4,6,kaggle,439139600
558,32635,5,6,kaggle,439139600
559,32923,4,6,kaggle,439139600
560,33119,5,6,kaggle,439139600
561,33147,5,6,kaggle,439139600
562,33207,4,6,kaggle,439139600
563,33872,2,6,kaggle,439139600
564,34531,4,6,kaggle,439139600
565,35259,2,6,kaggle,439139600
566,35982,2,6,kaggle,439139600
567,36664,3,6,kaggle,439139600
568,37035,4,6,kaggle,439139600
569,37041,3,6,kaggle,439139600
570,38687,3,6,kaggle,439139600
571,38851,5,6,kaggle,439139600
572,39720,4,6,kaggle,439139600
573,40167,3,6,kaggle,439139600
574,40251,5,6,kaggle,439139600
575,40490,3,6,kaggle,439139600
576,41318,3,6,kaggle,439139600
577,43985,4,6,kaggle,439139600
578,45493,4,6,kaggle,439139600
579,47490,5,6,kaggle,439139600
580,47746,5,6,kaggle,439139600
581,48687,5,6,kaggle,439139600
582,49138,5,6,kaggle,439139600
583,49382,5,6,kaggle,439139600
584,49830,5,6,kaggle,439139600
585,50096,5,6,kaggle,439139600
586,50101,5,6,kaggle,439139600
587,50102,5,6,kaggle,439139600
588,50104,5,6,kaggle,439139600
589,50133,5,6,kaggle,439139600
590,50610,3,6,kaggle,439139600
591,51065,5,6,kaggle,439139600
592,51166,5,6,kaggle,439139600
593,51480,2,6,kaggle,439139600
594,51762,4,6,kaggle,439139600
595,52036,2,6,kaggle,439139600
596,52469,5,6,kaggle,439139600
597,52583,5,6,kaggle,439139600
598,52740,2,6,kaggle,439139600
599,53145,5,6,kaggle,439139600
600,53292,5,6,kaggle,439139600
901,3662,4,10,kaggle,439827604
902,3922,5,10,kaggle,439827604
903,4536,2,10,kaggle,439827604
904,5115,4,10,kaggle,439827604
905,5272,3,10,kaggle,439827604
906,5461,3,10,kaggle,439827604
907,6063,1,10,kaggle,439827604
908,6630,3,10,kaggle,439827604
909,7001,4,10,kaggle,439827604
910,8167,3,10,kaggle,439827604
911,9246,2,10,kaggle,439827604
912,9731,3,10,kaggle,439827604
913,10111,5,10,kaggle,439827604
914,10249,4,10,kaggle,439827604
915,10509,2,10,kaggle,439827604
916,10610,5,10,kaggle,439827604
917,10944,4,10,kaggle,439827604
918,11285,5,10,kaggle,439827604
919,11692,5,10,kaggle,439827604
920,11854,4,10,kaggle,439827604
921,11868,5,10,kaggle,439827604
922,11927,5,10,kaggle,439827604
923,12381,5,10,kaggle,439827604
924,12455,3,10,kaggle,439827604
925,12471,5,10,kaggle,439827604
926,12874,4,10,kaggle,439827604
927,12946,5,10,kaggle,439827604
928,13034,5,10,kaggle,439827604
929,13282,5,10,kaggle,439827604
930,13776,4,10,kaggle,439827604
931,13794,4,10,kaggle,439827604
932,13991,4,10,kaggle,439827604
933,14192,4,10,kaggle,439827604
934,14248,5,10,kaggle,439827604
935,15547,3,10,kaggle,439827604
936,15604,3,10,kaggle,439827604
937,17228,5,10,kaggle,439827604
938,17434,4,10,kaggle,439827604
939,17643,1,10,kaggle,439827604
940,17663,4,10,kaggle,439827604
941,17984,5,10,kaggle,439827604
942,18313,5,10,kaggle,439827604
943,19526,4,10,kaggle,439827604
944,19724,5,10,kaggle,439827604
945,19942,5,10,kaggle,439827604
946,20076,3,10,kaggle,439827604
947,20406,4,10,kaggle,439827604
948,20967,4,10,kaggle,439827604
949,21217,3,10,kaggle,439827604
950,21228,4,10,kaggle,439827604
951,21487,5,10,kaggle,439827604
952,21676,5,10,kaggle,439827604
953,21733,4,10,kaggle,439827604
954,22164,5,10,kaggle,439827604
955,23576,4,10,kaggle,439827604
956,23612,4,10,kaggle,439827604
957,24326,5,10,kaggle,439827604
958,24499,4,10,kaggle,439827604
959,25164,4,10,kaggle,439827604
960,25182,5,10,kaggle,439827604
961,25840,5,10,kaggle,439827604
962,26145,4,10,kaggle,439827604
963,26661,4,10,kaggle,439827604
964,26718,5,10,kaggle,439827604
965,27834,5,10,kaggle,439827604
966,27934,5,10,kaggle,439827604
967,28767,5,10,kaggle,439827604
968,28824,4,10,kaggle,439827604
969,29703,4,10,kaggle,439827604
970,30283,4,10,kaggle,439827604
971,30681,4,10,kaggle,439827604
972,32338,3,10,kaggle,439827604
973,32635,4,10,kaggle,439827604
974,32748,4,10,kaggle,439827604
975,33065,5,10,kaggle,439827604
976,36099,5,10,kaggle,439827604
977,39423,3,10,kaggle,439827604
978,41074,3,10,kaggle,439827604
979,42404,5,10,kaggle,439827604
980,42574,4,10,kaggle,439827604
981,44397,5,10,kaggle,439827604
982,46482,5,10,kaggle,439827604
983,47411,2,10,kaggle,439827604
984,47730,5,10,kaggle,439827604
985,47800,5,10,kaggle,439827604
986,48559,4,10,kaggle,439827604
987,48687,5,10,kaggle,439827604
988,49288,5,10,kaggle,439827604
989,49289,5,10,kaggle,439827604
990,49295,5,10,kaggle,439827604
991,49297,5,10,kaggle,439827604
992,50096,5,10,kaggle,439827604
993,50101,5,10,kaggle,439827604
994,50102,5,10,kaggle,439827604
995,50133,5,10,kaggle,439827604
996,50999,5,10,kaggle,439827604
997,51166,3,10,kaggle,439827604
998,51838,4,10,kaggle,439827604
999,52036,4,10,kaggle,439827604
1000,53292,5,10,kaggle,439827604
1001,439,4,11,kaggle,345391802
1002,588,4,11,kaggle,345391802
1003,1169,4,11,kaggle,345391802
1004,1952,5,11,kaggle,345391802
1005,2077,3,11,kaggle,345391802
1006,4536,4,11,kaggle,345391802
1007,5115,4,11,kaggle,345391802
1008,5436,4,11,kaggle,345391802
1009,5461,4,11,kaggle,345391802
1010,5645,4,11,kaggle,345391802
1011,6063,4,11,kaggle,345391802
1012,6342,5,11,kaggle,345391802
1013,6630,4,11,kaggle,345391802
1014,7001,5,11,kaggle,345391802
1015,8484,5,11,kaggle,345391802
1016,9246,5,11,kaggle,345391802
1017,9771,5,11,kaggle,345391802
1018,10111,5,11,kaggle,345391802
1019,10140,4,11,kaggle,345391802
1020,10246,3,11,kaggle,345391802
1021,10610,5,11,kaggle,345391802
1022,10727,5,11,kaggle,345391802
1023,10944,4,11,kaggle,345391802
1024,11599,3,11,kaggle,345391802
1025,11692,4,11,kaggle,345391802
1026,11927,2,11,kaggle,345391802
1027,11945,5,11,kaggle,345391802
1028,12381,4,11,kaggle,345391802
1029,12466,3,11,kaggle,345391802
1030,12874,5,11,kaggle,345391802
1031,12946,5,11,kaggle,345391802
1032,13282,3,11,kaggle,345391802
1033,13794,5,11,kaggle,345391802
1034,13991,5,11,kaggle,345391802
1035,14207,4,11,kaggle,345391802
1036,14248,4,11,kaggle,345391802
1037,14546,5,11,kaggle,345391802
1038,16569,4,11,kaggle,345391802
1039,16913,4,11,kaggle,345391802
1040,17663,5,11,kaggle,345391802
1041,17984,4,11,kaggle,345391802
1042,18031,4,11,kaggle,345391802
1043,18361,4,11,kaggle,345391802
1044,18857,5,11,kaggle,345391802
1045,19526,4,11,kaggle,345391802
1046,19729,4,11,kaggle,345391802
1047,20467,4,11,kaggle,345391802
1048,20848,5,11,kaggle,345391802
1049,20967,3,11,kaggle,345391802
1050,21217,3,11,kaggle,345391802
1051,21733,2,11,kaggle,345391802
1052,22602,5,11,kaggle,345391802
1053,23576,4,11,kaggle,345391802
1054,23612,4,11,kaggle,345391802
1055,24326,3,11,kaggle,345391802
1056,24499,5,11,kaggle,345391802
1057,24834,5,11,kaggle,345391802
1058,26244,4,11,kaggle,345391802
1059,26398,4,11,kaggle,345391802
1060,26579,4,11,kaggle,345391802
1061,26661,5,11,kaggle,345391802
1062,28767,3,11,kaggle,345391802
1063,28824,1,11,kaggle,345391802
1064,29703,5,11,kaggle,345391802
1065,30233,5,11,kaggle,345391802
1066,30313,4,11,kaggle,345391802
1067,30601,5,11,kaggle,345391802
1068,32592,4,11,kaggle,345391802
1069,32748,4,11,kaggle,345391802
1070,32923,5,11,kaggle,345391802
1071,33065,2,11,kaggle,345391802
1072,33716,5,11,kaggle,345391802
1073,33872,5,11,kaggle,345391802
1074,36240,5,11,kaggle,345391802
1075,36695,3,11,kaggle,345391802
1076,37284,4,11,kaggle,345391802
1077,38080,5,11,kaggle,345391802
1078,38082,5,11,kaggle,345391802
1079,38798,3,11,kaggle,345391802
1080,42404,4,11,kaggle,345391802
1081,43622,4,11,kaggle,345391802
1082,43985,4,11,kaggle,345391802
1083,45269,4,11,kaggle,345391802
1084,46139,5,11,kaggle,345391802
1085,47746,3,11,kaggle,345391802
1086,47800,5,11,kaggle,345391802
1087,48559,5,11,kaggle,345391802
1088,48687,5,11,kaggle,345391802
1089,49288,5,11,kaggle,345391802
1090,49289,5,11,kaggle,345391802
1091,49295,5,11,kaggle,345391802
1092,49297,5,11,kaggle,345391802
1093,49298,5,11,kaggle,345391802
1094,50096,5,11,kaggle,345391802
1095,50101,5,11,kaggle,345391802
1096,50104,5,11,kaggle,345391802
1097,50133,5,11,kaggle,345391802
1098,51166,5,11,kaggle,345391802
1099,51480,3,11,kaggle,345391802
1100,51762,5,11,kaggle,345391802
1201,1169,3,13,kaggle,345453743
1202,2324,5,13,kaggle,345453743
1203,3022,2,13,kaggle,345453743
1204,3662,5,13,kaggle,345453743
1205,3922,5,13,kaggle,345453743
1206,5115,4,13,kaggle,345453743
1207,6063,4,13,kaggle,345453743
1208,6342,5,13,kaggle,345453743
1209,7001,3,13,kaggle,345453743
1210,8167,4,13,kaggle,345453743
1211,8370,4,13,kaggle,345453743
1212,8484,3,13,kaggle,345453743
1213,8510,3,13,kaggle,345453743
1214,9246,3,13,kaggle,345453743
1215,9731,3,13,kaggle,345453743
1216,10249,3,13,kaggle,345453743
1217,10288,3,13,kaggle,345453743
1218,10509,5,13,kaggle,345453743
1219,10610,5,13,kaggle,345453743
1220,10944,4,13,kaggle,345453743
1221,11285,3,13,kaggle,345453743
1222,11408,3,13,kaggle,345453743
1223,11691,5,13,kaggle,345453743
1224,11692,5,13,kaggle,345453743
1225,11868,5,13,kaggle,345453743
1226,11927,4,13,kaggle,345453743
1227,11945,4,13,kaggle,345453743
1228,12381,5,13,kaggle,345453743
1229,12471,4,13,kaggle,345453743
1230,12874,4,13,kaggle,345453743
1231,12946,5,13,kaggle,345453743
1232,13282,5,13,kaggle,345453743
1233,13776,4,13,kaggle,345453743
1234,13794,3,13,kaggle,345453743
1235,14546,5,13,kaggle,345453743
1236,14603,5,13,kaggle,345453743
1237,15604,5,13,kaggle,345453743
1238,16569,3,13,kaggle,345453743
1239,17434,3,13,kaggle,345453743
1240,17643,5,13,kaggle,345453743
1241,19526,5,13,kaggle,345453743
1242,19724,5,13,kaggle,345453743
1243,19942,2,13,kaggle,345453743
1244,20406,5,13,kaggle,345453743
1245,20782,3,13,kaggle,345453743
1246,21217,4,13,kaggle,345453743
1247,21228,4,13,kaggle,345453743
1248,21676,5,13,kaggle,345453743
1249,21733,5,13,kaggle,345453743
1250,23612,5,13,kaggle,345453743
1251,25164,4,13,kaggle,345453743
1252,25840,2,13,kaggle,345453743
1253,26145,3,13,kaggle,345453743
1254,26629,5,13,kaggle,345453743
1255,26718,5,13,kaggle,345453743
1256,27834,4,13,kaggle,345453743
1257,27934,5,13,kaggle,345453743
1258,29819,4,13,kaggle,345453743
1259,30313,4,13,kaggle,345453743
1260,30794,4,13,kaggle,345453743
1261,32338,4,13,kaggle,345453743
